loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,delinq_2yrs,pub_rec
18000, 60 months,19,467.23,E,RENT,90000,Source Verified,Fully Paid,0,0
12000, 36 months,9.91,386.7,B,RENT,55000,Not Verified,Charged Off,0,0
20000, 36 months,15.2,695.96,C,MORTGAGE,50000,Verified,Fully Paid,0,0
10000, 36 months,13.4,339.31,C,RENT,84000,Verified,Fully Paid,0,0
15000, 36 months,12.4,501.23,B,OWN,155000,Verified,Fully Paid,0,0
12000, 36 months,7.9,375.49,A,MORTGAGE,62000,Source Verified,Fully Paid,0,0
20000, 60 months,10.6,290.64,B,MORTGAGE,175000,Verified,Fully Paid,0,0
6300, 36 months,11.7,208.38,B,RENT,30000,Not Verified,Fully Paid,0,0
20000, 60 months,16.7,494.59,D,RENT,50000,Verified,Fully Paid,0,0
35000, 60 months,17.2,578.71,D,MORTGAGE,208000,Source Verified,Fully Paid,0,0
8250, 60 months,15.9,200.45,C,MORTGAGE,35004,Verified,Fully Paid,2,0
20000, 60 months,12.6,451.9,B,OWN,85000,Source Verified,Fully Paid,0,0
10000, 36 months,11.7,330.76,B,RENT,32000,Not Verified,Charged Off,0,0
24000, 36 months,8.9,762.08,A,MORTGAGE,116400,Verified,Charged Off,0,0
14400, 36 months,12.6,483.05,B,MORTGAGE,40000,Not Verified,Fully Paid,0,0
6000, 36 months,14.6,206.97,C,RENT,34000,Not Verified,Fully Paid,0,0
22000, 36 months,15.9,773.03,C,MORTGAGE,73000,Verified,Fully Paid,0,0
12000, 36 months,11.7,396.92,B,RENT,57200,Source Verified,Charged Off,0,0
16000, 36 months,16.7,568.62,D,MORTGAGE,114000,Source Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,MORTGAGE,90000,Not Verified,Fully Paid,0,0
16000, 60 months,19,301.76,E,MORTGAGE,54000,Source Verified,Fully Paid,0,0
10000, 36 months,12.6,335.45,B,RENT,35000,Source Verified,Charged Off,0,0
3500, 36 months,13.4,118.76,C,RENT,56000,Not Verified,Fully Paid,0,0
9600, 36 months,9.91,309.36,B,RENT,35000,Not Verified,Fully Paid,0,0
9875, 36 months,7.9,309,A,MORTGAGE,40000,Source Verified,Fully Paid,0,0
21500, 60 months,17.5,427.19,D,OWN,59000,Verified,Fully Paid,0,0
4800, 36 months,7.9,150.2,A,RENT,48000,Source Verified,Fully Paid,0,0
7800, 36 months,6.03,237.4,A,OWN,85000,Not Verified,Fully Paid,0,0
20000, 36 months,14.2,686.18,C,MORTGAGE,70000,Verified,Fully Paid,0,0
9750, 36 months,7.51,303.34,A,RENT,35000,Not Verified,Charged Off,0,0
18000, 60 months,15.9,365.67,C,MORTGAGE,91000,Verified,Fully Paid,0,0
5000, 36 months,6.03,152.18,A,MORTGAGE,30000,Not Verified,Fully Paid,0,0
9000, 36 months,14.6,310.45,C,RENT,45000,Source Verified,Fully Paid,1,1
7200, 36 months,7.9,225.29,A,RENT,55000,Not Verified,Fully Paid,0,0
3000, 60 months,19,77.88,E,RENT,53004,Source Verified,Charged Off,1,0
25000, 60 months,19.4,654.31,E,RENT,60000,Verified,Charged Off,0,0
25000, 36 months,15.2,869.95,C,OWN,82000,Verified,Fully Paid,0,0
10000, 36 months,15.9,351.38,C,RENT,53000,Verified,Fully Paid,0,0
8875, 36 months,12.6,297.72,B,MORTGAGE,35360,Verified,Charged Off,0,0
15550, 36 months,11.7,514.34,B,RENT,54000,Verified,Fully Paid,0,0
17000, 60 months,15.2,406.85,C,RENT,65000,Not Verified,Fully Paid,0,0
7500, 36 months,12.6,251.59,B,RENT,65000,Not Verified,Fully Paid,0,0
8875, 36 months,8.9,281.81,A,OWN,28800,Not Verified,Fully Paid,0,0
4500, 36 months,17.2,161.05,D,RENT,42000,Not Verified,Fully Paid,0,0
5800, 36 months,12.4,193.81,B,RENT,36000,Not Verified,Fully Paid,0,0
10000, 36 months,11.7,330.76,B,RENT,40000,Not Verified,Fully Paid,0,0
10000, 36 months,9.91,322.25,B,RENT,50000,Not Verified,Fully Paid,0,0
14000, 36 months,11.7,463.07,B,RENT,52000,Not Verified,Fully Paid,0,0
25000, 60 months,19,648.93,E,MORTGAGE,85000,Verified,Fully Paid,1,0
12000, 36 months,8.9,381.04,A,RENT,32000,Source Verified,Charged Off,0,0
24000, 36 months,7.9,750.97,A,OWN,75000,Verified,Fully Paid,0,0
14000, 36 months,14.2,480.33,C,RENT,80000,Not Verified,Fully Paid,0,0
12000, 36 months,8.9,381.04,A,MORTGAGE,40246,Verified,Fully Paid,0,0
15000, 60 months,12.6,338.93,B,OWN,30000,Verified,Charged Off,0,0
8050, 36 months,12.6,270.04,B,RENT,36000,Source Verified,Charged Off,0,0
5600, 36 months,10.6,182.42,B,RENT,60000,Not Verified,Fully Paid,1,1
7500, 36 months,9.91,241.69,B,RENT,31200,Not Verified,Fully Paid,0,0
7000, 36 months,11.7,231.54,B,RENT,90000,Verified,Fully Paid,0,0
5400, 36 months,7.9,168.97,A,RENT,40000,Not Verified,Fully Paid,0,0
16000, 36 months,12.4,534.65,B,RENT,90000,Verified,Fully Paid,0,0
35000, 60 months,12.4,619.26,B,MORTGAGE,105000,Verified,Fully Paid,0,0
6000, 60 months,7.9,121.38,A,RENT,30084,Verified,Charged Off,0,0
4125, 60 months,12.6,93.21,B,MORTGAGE,36000,Not Verified,Fully Paid,0,0
9800, 36 months,16.2,345.95,D,RENT,67000,Not Verified,Fully Paid,0,0
15700, 60 months,18.2,400.82,D,MORTGAGE,63000,Source Verified,Fully Paid,0,0
5000, 36 months,6.62,153.52,A,RENT,276000,Source Verified,Fully Paid,0,0
9900, 36 months,11.7,327.46,B,RENT,26400,Verified,Fully Paid,0,1
4000, 36 months,11.7,132.31,B,RENT,24000,Source Verified,Fully Paid,1,0
15000, 36 months,11.7,496.14,B,MORTGAGE,68400,Source Verified,Fully Paid,0,0
6250, 36 months,15.9,219.61,C,RENT,29120,Not Verified,Fully Paid,0,0
6400, 36 months,16.2,225.93,D,RENT,29120,Not Verified,Fully Paid,0,0
8850, 60 months,13.4,203.6,C,MORTGAGE,89122,Source Verified,Fully Paid,0,0
12000, 36 months,15.2,417.58,C,MORTGAGE,54000,Not Verified,Fully Paid,0,0
15000, 36 months,8.9,476.3,A,MORTGAGE,30000,Verified,Fully Paid,0,0
6500, 36 months,14.2,223.01,C,MORTGAGE,30000,Not Verified,Fully Paid,0,0
8000, 36 months,15.9,281.1,C,RENT,50000,Not Verified,Fully Paid,1,0
30000, 60 months,21.2,539.47,F,MORTGAGE,92000,Source Verified,Fully Paid,0,0
15000, 36 months,14.6,517.42,C,MORTGAGE,100500,Source Verified,Fully Paid,0,0
10200, 36 months,14.2,349.96,C,RENT,40000,Not Verified,Fully Paid,0,0
9000, 36 months,12.4,300.74,B,MORTGAGE,47000,Not Verified,Fully Paid,0,0
6500, 36 months,16.2,229.46,D,MORTGAGE,68000,Not Verified,Fully Paid,0,0
23000, 60 months,21.2,625.86,F,MORTGAGE,95000,Verified,Fully Paid,0,0
2000, 36 months,7.9,62.59,A,RENT,39600,Not Verified,Fully Paid,0,0
8000, 36 months,13.4,271.45,C,OWN,30000,Verified,Fully Paid,0,0
8875, 36 months,7.51,276.11,A,RENT,30000,Verified,Fully Paid,0,0
1500, 36 months,18.6,54.72,E,RENT,17000,Source Verified,Charged Off,0,0
8000, 36 months,12.4,267.33,B,RENT,42000,Not Verified,Fully Paid,0,0
20000, 60 months,14.6,399.55,C,RENT,75000,Verified,Charged Off,0,0
6500, 36 months,11.7,215,B,RENT,42000,Not Verified,Fully Paid,0,0
9600, 36 months,13.4,325.74,C,MORTGAGE,27000,Source Verified,Fully Paid,0,0
25975, 60 months,12.6,372.25,B,MORTGAGE,130000,Verified,Fully Paid,0,0
10000, 36 months,7.9,312.91,A,MORTGAGE,46000,Not Verified,Fully Paid,0,0
15000, 36 months,12.4,501.23,B,MORTGAGE,80000,Verified,Fully Paid,0,0
9000, 36 months,6.62,276.34,A,MORTGAGE,45000,Not Verified,Fully Paid,0,0
10000, 36 months,7.9,312.91,A,RENT,72500,Verified,Fully Paid,0,0
1000, 36 months,14.6,34.5,C,RENT,18408,Not Verified,Charged Off,0,1
14000, 36 months,7.9,438.07,A,RENT,30000,Source Verified,Fully Paid,0,0
8500, 36 months,14.2,291.63,C,RENT,50000,Source Verified,Charged Off,0,0
15000, 60 months,19,389.36,E,RENT,75000,Source Verified,Fully Paid,0,0
4500, 36 months,15.9,158.12,C,MORTGAGE,65000,Not Verified,Fully Paid,0,0
3000, 36 months,7.51,93.34,A,MORTGAGE,65000,Not Verified,Fully Paid,0,0
10000, 36 months,9.91,322.25,B,MORTGAGE,120000,Source Verified,Fully Paid,0,0
21250, 60 months,16.7,525.5,D,MORTGAGE,42500,Verified,Fully Paid,0,0
33425, 60 months,13.4,475.63,C,MORTGAGE,75000,Source Verified,Charged Off,0,0
35000, 60 months,19.4,916.03,E,RENT,195000,Verified,Fully Paid,0,0
7200, 36 months,15.2,250.55,C,RENT,54990,Verified,Fully Paid,0,0
18000, 60 months,11.7,397.77,B,RENT,40000,Source Verified,Charged Off,0,0
23000, 36 months,7.9,719.68,A,MORTGAGE,137000,Source Verified,Fully Paid,0,0
20000, 60 months,16.7,494.59,D,RENT,60000,Verified,Charged Off,0,0
6000, 60 months,17.5,151,D,RENT,30120,Not Verified,Fully Paid,0,0
7000, 36 months,8.9,222.28,A,RENT,46000,Verified,Fully Paid,0,0
21000, 36 months,12.6,704.45,B,MORTGAGE,135000,Verified,Fully Paid,0,0
8250, 36 months,7.51,256.67,A,MORTGAGE,31500,Verified,Fully Paid,0,0
13000, 36 months,9.91,418.93,B,RENT,65000,Verified,Fully Paid,0,0
18000, 36 months,6.62,552.67,A,MORTGAGE,78000,Not Verified,Fully Paid,0,0
7200, 36 months,6.03,219.14,A,MORTGAGE,60000,Not Verified,Fully Paid,0,0
16500, 36 months,8.9,523.93,A,RENT,48000,Not Verified,Fully Paid,0,0
8125, 36 months,7.9,254.24,A,RENT,25000,Not Verified,Fully Paid,0,0
18800, 36 months,7.51,584.89,A,MORTGAGE,82000,Verified,Fully Paid,1,0
26800, 36 months,19,982.79,E,MORTGAGE,82000,Source Verified,Fully Paid,0,0
19200, 36 months,7.9,600.78,A,MORTGAGE,42000,Verified,Fully Paid,0,0
12875, 60 months,17.5,213.28,D,RENT,27600,Verified,Fully Paid,0,0
4000, 36 months,12.4,133.67,B,MORTGAGE,38000,Not Verified,Fully Paid,0,0
4000, 36 months,16.2,141.21,D,RENT,35000,Not Verified,Fully Paid,0,0
12000, 36 months,9.91,386.7,B,OWN,33000,Not Verified,Fully Paid,0,0
2625, 36 months,11.7,86.83,B,MORTGAGE,52800,Not Verified,Fully Paid,0,0
18000, 60 months,13.4,414.09,C,MORTGAGE,40900,Verified,Fully Paid,0,0
7000, 36 months,9.91,225.58,B,RENT,73882,Not Verified,Fully Paid,0,0
11300, 36 months,12.6,379.06,B,MORTGAGE,36000,Not Verified,Fully Paid,0,0
4000, 36 months,9.91,128.9,B,MORTGAGE,130000,Source Verified,Fully Paid,0,0
8000, 36 months,6.03,243.49,A,MORTGAGE,57200,Not Verified,Fully Paid,0,0
14400, 36 months,18.2,522.41,D,RENT,51871,Verified,Charged Off,0,0
4375, 36 months,12.4,146.2,B,OWN,15000,Verified,Fully Paid,0,0
4100, 36 months,7.51,127.56,A,MORTGAGE,70197,Not Verified,Fully Paid,0,0
6000, 36 months,8.9,190.52,A,RENT,47000,Verified,Fully Paid,0,0
4200, 60 months,17.2,105,D,RENT,43000,Source Verified,Charged Off,0,0
4000, 36 months,6.62,122.82,A,MORTGAGE,120000,Source Verified,Fully Paid,0,0
3000, 36 months,10.6,97.72,B,MORTGAGE,86004,Not Verified,Charged Off,0,0
5400, 36 months,12.6,181.15,B,MORTGAGE,75000,Not Verified,Fully Paid,0,0
15000, 36 months,16.2,529.51,D,RENT,110000,Verified,Charged Off,2,0
20000, 60 months,18.6,514.86,E,MORTGAGE,80000,Source Verified,Fully Paid,0,0
10400, 36 months,12.6,348.87,B,RENT,44000,Source Verified,Fully Paid,0,0
4500, 60 months,17.5,113.25,D,MORTGAGE,51600,Source Verified,Fully Paid,0,0
11500, 36 months,12.4,384.28,B,RENT,38500,Source Verified,Fully Paid,0,0
10000, 36 months,6.62,307.04,A,RENT,75000,Verified,Fully Paid,0,0
18225, 60 months,13.4,309.42,C,MORTGAGE,37320,Verified,Fully Paid,0,0
3600, 36 months,8.9,114.32,A,RENT,55000,Not Verified,Fully Paid,0,0
18500, 60 months,11.7,292.81,B,RENT,1.00E+05,Verified,Fully Paid,0,0
16800, 60 months,18.2,428.9,D,MORTGAGE,70000,Verified,Fully Paid,0,0
10000, 36 months,17.2,357.88,D,RENT,68000,Not Verified,Charged Off,0,0
15000, 36 months,18.2,544.17,D,MORTGAGE,66000,Not Verified,Fully Paid,2,0
8000, 36 months,11.7,264.61,B,RENT,85000,Source Verified,Fully Paid,0,0
25000, 60 months,16.7,443.89,D,RENT,83004,Verified,Fully Paid,0,0
16000, 36 months,7.9,500.65,A,RENT,51000,Source Verified,Charged Off,0,0
8000, 36 months,10.6,260.59,B,RENT,55000,Source Verified,Fully Paid,0,0
7200, 36 months,7.51,224,A,MORTGAGE,47000,Source Verified,Fully Paid,0,0
12000, 36 months,7.51,373.33,A,RENT,86000,Source Verified,Fully Paid,0,0
2200, 36 months,15.2,76.56,C,OWN,48000,Not Verified,Charged Off,0,0
20000, 60 months,12.6,451.9,B,RENT,49000,Verified,Fully Paid,0,0
28000, 60 months,12.4,628.81,B,MORTGAGE,85000,Source Verified,Fully Paid,0,0
6000, 36 months,7.51,186.67,A,MORTGAGE,50000,Verified,Fully Paid,0,0
25000, 60 months,19.4,654.31,E,RENT,105000,Verified,Charged Off,0,0
8000, 60 months,8.9,165.68,A,RENT,51204,Not Verified,Charged Off,0,0
14400, 36 months,15.2,501.09,C,RENT,42996,Not Verified,Fully Paid,0,0
20000, 60 months,19,355.62,E,RENT,60000,Verified,Fully Paid,0,0
25000, 60 months,14.2,467,C,MORTGAGE,85000,Verified,Fully Paid,0,0
14050, 36 months,8.9,446.14,A,MORTGAGE,120000,Verified,Fully Paid,0,0
6000, 36 months,13.4,203.59,C,OWN,62691,Not Verified,Fully Paid,0,0
16100, 60 months,11.7,355.79,B,MORTGAGE,36000,Verified,Fully Paid,0,0
35000, 60 months,20.3,619.88,E,OWN,85000,Verified,Charged Off,0,0
10525, 36 months,7.9,329.33,A,RENT,49668,Source Verified,Fully Paid,0,0
7200, 36 months,15.9,252.99,C,RENT,30000,Source Verified,Fully Paid,0,0
18500, 60 months,10.6,340.24,B,OWN,40000,Verified,Fully Paid,0,0
12000, 36 months,13.4,407.17,C,MORTGAGE,40000,Verified,Fully Paid,0,0
12000, 36 months,11.7,396.92,B,MORTGAGE,1.00E+05,Not Verified,Fully Paid,0,0
3000, 36 months,11.7,99.23,B,RENT,56312,Not Verified,Fully Paid,0,0
9500, 36 months,16.2,335.36,D,RENT,54011,Source Verified,Fully Paid,0,0
19775, 36 months,12.4,660.79,B,RENT,49110.32,Verified,Fully Paid,0,0
12000, 60 months,14.6,283.28,C,RENT,75000,Verified,Charged Off,0,0
28000, 60 months,14.2,655.44,C,MORTGAGE,95000,Verified,Fully Paid,0,0
30000, 36 months,12.4,1002.46,B,RENT,80000,Verified,Fully Paid,0,0
16000, 36 months,10.6,521.18,B,MORTGAGE,55000,Verified,Fully Paid,0,0
14500, 36 months,14.6,500.17,C,RENT,90000,Verified,Fully Paid,0,0
11700, 60 months,14.6,276.2,C,RENT,68500,Verified,Fully Paid,0,0
4150, 36 months,10.6,135.18,B,RENT,1.00E+05,Not Verified,Fully Paid,0,0
15000, 60 months,11.7,331.48,B,MORTGAGE,72000,Verified,Fully Paid,0,0
24000, 36 months,16.7,852.93,D,RENT,70000,Verified,Fully Paid,0,0
21250, 36 months,12.4,710.08,B,RENT,37000,Verified,Charged Off,0,0
10000, 36 months,14.2,343.09,C,OWN,75000,Source Verified,Fully Paid,0,0
25000, 60 months,18.2,638.25,D,MORTGAGE,75000,Verified,Fully Paid,0,0
4000, 36 months,15.9,140.55,C,RENT,39000,Source Verified,Fully Paid,0,0
15000, 36 months,11.7,496.14,B,RENT,60000,Not Verified,Fully Paid,0,0
20000, 60 months,13.4,460.1,C,RENT,68000,Verified,Fully Paid,0,0
15000, 60 months,17.5,377.49,D,MORTGAGE,110000,Verified,Fully Paid,0,0
3600, 36 months,15.9,126.5,C,RENT,40000,Source Verified,Fully Paid,0,0
6000, 60 months,19,155.75,E,OWN,31000,Verified,Fully Paid,0,0
15000, 36 months,15.2,521.97,C,RENT,60000,Verified,Charged Off,0,0
12000, 60 months,18.2,306.36,D,RENT,43000,Verified,Fully Paid,0,0
12375, 36 months,7.51,385,A,RENT,42000,Not Verified,Fully Paid,0,0
4000, 36 months,12.6,134.18,B,RENT,30000,Not Verified,Charged Off,0,0
13000, 36 months,10.6,423.46,B,MORTGAGE,50000,Not Verified,Fully Paid,0,0
5000, 36 months,6.62,153.52,A,MORTGAGE,39396,Source Verified,Fully Paid,0,0
5000, 36 months,15.9,175.69,C,OWN,98000,Source Verified,Fully Paid,0,0
26000, 36 months,11.7,859.98,B,RENT,62500,Verified,Fully Paid,0,0
15000, 60 months,18.6,386.15,E,MORTGAGE,95000,Verified,Fully Paid,0,0
4000, 60 months,19.9,105.78,E,RENT,45000,Source Verified,Charged Off,0,1
8000, 36 months,7.9,250.33,A,RENT,32400,Not Verified,Fully Paid,0,0
1700, 36 months,7.9,53.2,A,MORTGAGE,37800,Not Verified,Charged Off,0,0
16000, 36 months,9.91,515.6,B,RENT,50000,Not Verified,Fully Paid,0,0
20000, 60 months,9.91,424.06,B,MORTGAGE,114996,Verified,Fully Paid,0,0
12000, 36 months,14.6,413.94,C,RENT,54400,Verified,Charged Off,0,0
7000, 36 months,11.7,231.54,B,MORTGAGE,72800,Verified,Fully Paid,0,0
8000, 60 months,20.3,213.29,E,RENT,42500,Source Verified,Charged Off,0,0
13000, 60 months,23.5,370.38,G,RENT,61000,Source Verified,Fully Paid,0,0
13000, 36 months,16.2,458.91,D,RENT,28000,Source Verified,Charged Off,0,0
20000, 60 months,21.2,544.23,F,OWN,120000,Verified,Fully Paid,0,0
18000, 36 months,13.4,610.75,C,MORTGAGE,96000,Verified,Fully Paid,0,0
10000, 36 months,16.2,353.01,D,RENT,83200,Source Verified,Fully Paid,0,0
22250, 60 months,15.2,532.49,C,RENT,45000,Verified,Fully Paid,0,0
24000, 60 months,17.5,603.98,D,RENT,68809,Verified,Charged Off,0,0
11200, 36 months,12.4,374.26,B,RENT,75000,Not Verified,Charged Off,0,0
7000, 36 months,10.6,228.02,B,RENT,52000,Not Verified,Fully Paid,0,0
8000, 36 months,6.03,243.49,A,RENT,57600,Source Verified,Fully Paid,0,0
22500, 60 months,16.7,556.41,D,RENT,48500,Verified,Fully Paid,0,0
12000, 36 months,17.2,429.45,D,RENT,95000,Not Verified,Fully Paid,0,0
22000, 36 months,14.6,758.88,C,RENT,58000,Verified,Fully Paid,0,0
6200, 36 months,10.6,201.96,B,MORTGAGE,24000,Not Verified,Fully Paid,0,0
15900, 36 months,9.91,512.38,B,MORTGAGE,58000,Not Verified,Fully Paid,0,0
5000, 36 months,8.9,158.77,A,MORTGAGE,70000,Source Verified,Fully Paid,1,0
16000, 36 months,6.62,491.26,A,MORTGAGE,104000,Not Verified,Fully Paid,0,0
5000, 36 months,11.7,165.38,B,RENT,35000,Not Verified,Fully Paid,0,0
3150, 36 months,15.2,109.62,C,RENT,53000,Source Verified,Fully Paid,0,0
12000, 36 months,14.2,411.71,C,RENT,28000,Source Verified,Charged Off,0,0
28000, 36 months,7.9,876.13,A,MORTGAGE,118000,Verified,Charged Off,0,0
5000, 36 months,12.4,167.08,B,RENT,40000,Not Verified,Fully Paid,0,0
3000, 36 months,9.91,96.68,B,MORTGAGE,42000,Not Verified,Fully Paid,0,0
3000, 36 months,7.9,93.88,A,MORTGAGE,65000,Not Verified,Charged Off,0,0
8400, 36 months,6.62,257.92,A,RENT,25000,Source Verified,Fully Paid,0,0
7000, 36 months,10.6,228.02,B,MORTGAGE,36000,Verified,Fully Paid,0,0
18550, 60 months,19.4,303.6,E,RENT,45000,Verified,Fully Paid,0,1
2000, 36 months,9.91,64.45,B,MORTGAGE,231252,Source Verified,Fully Paid,0,0
12000, 60 months,14.6,226.63,C,RENT,65000,Not Verified,Fully Paid,0,0
8575, 36 months,17.5,308.21,D,MORTGAGE,32000,Verified,Charged Off,0,0
28000, 60 months,12.4,418.27,B,MORTGAGE,84996,Verified,Charged Off,0,0
10000, 36 months,7.9,312.91,A,RENT,66000,Not Verified,Fully Paid,0,0
25000, 36 months,19.4,921.72,E,MORTGAGE,92000,Verified,Fully Paid,0,0
8000, 36 months,11.7,264.61,B,RENT,70000,Not Verified,Fully Paid,0,0
16000, 60 months,18.2,408.48,D,MORTGAGE,49000,Verified,Charged Off,0,0
25000, 36 months,11.7,826.9,B,MORTGAGE,76896,Verified,Fully Paid,0,0
2000, 36 months,9.91,64.45,B,RENT,24000,Not Verified,Fully Paid,0,1
16800, 36 months,14.6,579.51,C,RENT,60000,Verified,Fully Paid,0,0
8000, 36 months,8.9,254.03,A,MORTGAGE,120000,Not Verified,Fully Paid,0,0
12000, 60 months,12.6,271.14,B,MORTGAGE,57000,Not Verified,Fully Paid,0,0
11000, 36 months,7.9,344.2,A,MORTGAGE,80000,Not Verified,Charged Off,0,0
5000, 36 months,16.2,176.51,D,MORTGAGE,85000,Source Verified,Charged Off,0,0
18000, 36 months,16.2,635.41,D,OWN,140000,Verified,Fully Paid,0,0
10000, 36 months,12.6,335.45,B,OWN,36000,Verified,Charged Off,0,0
5000, 36 months,9.91,161.13,B,RENT,70000,Source Verified,Fully Paid,0,0
10000, 36 months,16.2,353.01,D,RENT,51360,Source Verified,Fully Paid,0,0
25000, 36 months,9.91,805.63,B,RENT,163000,Verified,Fully Paid,0,0
2400, 36 months,12.6,80.51,B,MORTGAGE,59393,Source Verified,Fully Paid,0,1
3000, 36 months,16.2,105.91,D,MORTGAGE,65000,Not Verified,Charged Off,0,0
7700, 36 months,16.7,273.65,D,RENT,29772.96,Source Verified,Charged Off,0,0
2400, 36 months,13.4,81.44,C,OWN,12996,Source Verified,Fully Paid,0,0
18500, 60 months,19,309.54,E,MORTGAGE,68000,Verified,Fully Paid,0,0
5000, 36 months,10.6,162.87,B,OWN,44475,Not Verified,Fully Paid,0,0
14000, 36 months,17.5,503.19,D,MORTGAGE,88000,Verified,Fully Paid,3,0
24500, 60 months,20.8,661.3,F,RENT,85000,Verified,Charged Off,0,0
2400, 36 months,10.6,78.18,B,MORTGAGE,36000,Not Verified,Fully Paid,0,0
1800, 36 months,12.4,60.15,B,RENT,117000,Not Verified,Fully Paid,0,0
22200, 36 months,19.4,818.49,E,RENT,160000,Source Verified,Charged Off,0,0
21400, 60 months,19.4,560.09,E,RENT,80000,Verified,Fully Paid,0,0
13000, 36 months,7.9,406.78,A,RENT,28000,Not Verified,Charged Off,0,0
8000, 36 months,12.6,268.36,B,RENT,48000,Not Verified,Fully Paid,2,0
3600, 36 months,12.6,120.77,B,MORTGAGE,60000,Not Verified,Charged Off,0,1
12375, 60 months,23.1,349.79,G,RENT,40000,Not Verified,Charged Off,0,0
9400, 36 months,9.91,302.92,B,RENT,45500,Verified,Fully Paid,0,0
9600, 36 months,14.2,329.37,C,MORTGAGE,156000,Verified,Fully Paid,0,0
17000, 36 months,10.6,553.75,B,RENT,40000,Verified,Fully Paid,0,0
25000, 60 months,19,448.41,E,MORTGAGE,96000,Verified,Fully Paid,0,0
16950, 60 months,16.7,419.16,D,MORTGAGE,50000,Source Verified,Fully Paid,0,0
30000, 60 months,19,500.33,E,MORTGAGE,80000,Verified,Fully Paid,0,0
10800, 36 months,14.2,370.54,C,MORTGAGE,110000,Source Verified,Fully Paid,0,0
6000, 36 months,7.9,187.75,A,RENT,59400,Not Verified,Fully Paid,0,0
35000, 36 months,8.9,1111.37,A,MORTGAGE,106000,Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,RENT,36000,Not Verified,Fully Paid,0,0
15000, 60 months,19.9,396.66,E,RENT,51000,Verified,Fully Paid,0,0
5000, 36 months,12.6,167.73,B,RENT,25000,Not Verified,Fully Paid,0,0
3000, 60 months,17.2,75,D,RENT,35000,Verified,Fully Paid,0,0
7100, 36 months,14.6,244.91,C,RENT,33000,Not Verified,Charged Off,0,0
12000, 36 months,16.7,426.47,D,MORTGAGE,93000,Not Verified,Fully Paid,0,0
22400, 60 months,22.7,628.13,G,RENT,85000,Not Verified,Charged Off,2,0
5825, 36 months,10.6,189.74,B,RENT,50000,Not Verified,Fully Paid,0,0
22250, 36 months,12.6,746.38,B,RENT,41000,Verified,Charged Off,0,0
18000, 60 months,16.7,445.13,D,RENT,50000,Verified,Fully Paid,0,0
6000, 36 months,12.4,200.5,B,RENT,30000,Source Verified,Fully Paid,0,0
7650, 36 months,11.7,253.04,B,RENT,57000,Verified,Charged Off,0,0
21000, 60 months,18.2,536.13,D,RENT,110000,Verified,Fully Paid,0,0
20675, 60 months,15.2,494.8,C,RENT,50132,Verified,Charged Off,0,0
13200, 36 months,7.9,413.04,A,MORTGAGE,62500,Source Verified,Fully Paid,0,0
12000, 36 months,7.51,373.33,A,RENT,60000,Verified,Fully Paid,0,0
20000, 60 months,19,324.47,E,RENT,130000,Verified,Fully Paid,0,1
15000, 36 months,6.03,456.54,A,RENT,60000,Not Verified,Fully Paid,0,0
27050, 60 months,18.6,696.35,E,MORTGAGE,65000,Verified,Fully Paid,0,0
22500, 60 months,17.2,562.46,D,MORTGAGE,67735,Source Verified,Fully Paid,0,0
20500, 60 months,12.6,463.2,B,RENT,47800,Verified,Charged Off,0,0
12800, 36 months,12.4,427.72,B,MORTGAGE,99600,Not Verified,Fully Paid,0,0
27575, 36 months,10.6,898.21,B,MORTGAGE,54000,Verified,Fully Paid,0,0
7000, 36 months,12.6,234.82,B,RENT,49000,Not Verified,Fully Paid,0,0
7600, 60 months,16.7,187.95,D,RENT,33996,Verified,Fully Paid,0,0
29000, 60 months,12.4,651.27,B,RENT,65000,Verified,Charged Off,0,0
10000, 36 months,14.2,343.09,C,RENT,44160,Source Verified,Fully Paid,0,0
14125, 36 months,7.9,441.98,A,RENT,32000,Source Verified,Fully Paid,0,0
